date,Missouri,rsv,cold,the flu,flu cold,stomach flu,pneumonia,a influenza,influenza a,flu symptoms,sinus,how long flu,flu how long,flu a,bronchitis,influenza symptoms,symptoms of flu,influenza a symptoms,the flu symptoms,how long does flu last,contagious flu
2010-10-09,1.10176,0.0,6642.959409292112,414.01293062057977,0.0,0.0,835.1855271457647,0.0,0.0,0.0,870.4033294163432,0.0,646.662211798824,824.8217379528884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-16,0.930521,0.0,6133.554367676769,335.5844253988534,0.0,0.0,770.4458114034526,0.0,0.0,642.659555844503,1219.5922802715254,0.0,0.0,0.0,367.5616067889525,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-23,0.98989,0.0,5734.790015200934,622.5767774547124,0.0,0.0,1152.1214661284444,0.0,0.0,371.5667355845129,962.903819364198,0.0,0.0,0.0,478.6205829288981,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-30,0.959713,0.0,6407.577680323067,613.9945782073255,0.0,0.0,1070.698484662154,0.0,0.0,558.2347849442957,1275.3501407830554,0.0,588.0798648196048,0.0,588.7860180205322,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-06,1.16768,0.0,6656.156811266908,0.0,0.0,0.0,907.9616980899044,0.0,0.0,557.7452003996935,1050.7994847888524,0.0,0.0,349.4522562918463,736.4048954113364,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-13,1.22374,0.0,7454.752331549946,302.6857955275901,0.0,0.0,1035.870504851308,0.0,0.0,0.0,1678.4595939891428,0.0,0.0,510.9726934903821,384.3005373538956,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-20,1.20367,0.0,7466.968748704219,481.2564819964205,0.0,426.5920185387173,1106.8837957943092,0.0,0.0,331.927320289254,1454.5925781875185,0.0,0.0,0.0,595.7395065245914,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-27,1.41407,0.0,7345.503716711004,437.8517295872055,0.0,0.0,1100.6167664516504,0.0,0.0,586.8896642823967,1213.5109832599471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-04,1.56732,0.0,8519.68590338827,445.4818904958394,0.0,0.0,1394.571980603508,0.0,0.0,0.0,1176.1007337615893,0.0,0.0,0.0,597.1891346008811,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-11,1.37036,301.85921337594044,9228.175749919546,708.7798784183285,0.0,319.8662402522206,1095.0235650148377,0.0,0.0,0.0,2060.219761414265,0.0,0.0,0.0,387.6355361649996,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-18,1.41003,0.0,10032.830634072658,296.2600044174874,0.0,598.103887522518,850.9316331990346,0.0,0.0,677.531592690648,1581.5071170091355,0.0,0.0,0.0,517.6885425020822,0.0,0.0,0.0,446.32488869489305,0.0,0.0
2010-12-25,2.34292,0.0,7170.570292815959,491.5136035694351,0.0,0.0,1254.491439975911,0.0,0.0,669.2209708470892,2351.7583852542125,0.0,0.0,0.0,579.6335172239584,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-01,2.68029,438.5161192717699,8218.519258426693,650.2331944261716,0.0,534.1767239824716,1508.456320105181,0.0,0.0,602.049950852055,1895.4217740864851,0.0,0.0,0.0,468.17047498166266,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-08,2.12687,0.0,8409.097341692184,300.1466785002749,0.0,645.197425513278,988.0498405812338,0.0,0.0,353.1568272217335,1650.2474161318914,273.98142719449504,0.0,0.0,569.36690601132,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-15,2.35408,709.4777822886541,8596.132557534082,378.8530641722032,0.0,424.99961725235306,1066.7022951401675,0.0,0.0,362.1449709508003,1386.1186073981007,0.0,0.0,0.0,443.2932968595697,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-22,2.2551,1150.2511431633595,8394.008183571601,424.12279769333946,0.0,342.43117668965294,1317.5266938719055,297.5623874220907,297.56238742209075,0.0,1779.8864631856172,0.0,0.0,0.0,729.2684084487926,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-29,3.66952,786.8794205635489,7476.861710277982,369.6635432264774,0.0,0.0,1201.0341180862115,0.0,0.0,392.2716147800774,2053.0725621495403,0.0,264.45601309181023,0.0,665.4132987993793,0.0,0.0,0.0,0.0,0.0,0.0
